<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.24	03:35:00	66433	66463	66306	66436	2082	0	19
2025.12.24	03:40:00	66432	66457	66391	66393	2842	0	20
2025.12.24	03:45:00	66393	66434	66330	66418	2190	0	20
2025.12.24	03:50:00	66375	66427	66317	66412	2537	0	20
2025.12.24	03:55:00	66414	66445	66369	66384	2606	0	19
2025.12.24	04:00:00	66386	66393	66231	66273	3008	0	20
2025.12.24	04:05:00	66273	66305	66134	66213	2886	0	20
2025.12.24	04:10:00	66211	66310	66205	66296	1954	0	19
2025.12.24	04:15:00	66297	66332	66238	66306	1843	0	19
2025.12.24	04:20:00	66301	66332	66194	66276	1888	0	19
2025.12.24	04:25:00	66271	66325	66157	66275	1421	0	19
2025.12.24	04:30:00	66278	66295	66161	66269	2149	0	19
2025.12.24	04:35:00	66263	66303	66157	66292	1822	0	19
2025.12.24	04:40:00	66205	66347	66174	66261	2045	0	20
2025.12.24	04:45:00	66259	66319	66193	66294	1668	0	19
2025.12.24	04:50:00	66303	66312	66192	66256	1791	0	10
2025.12.24	04:55:00	66183	66271	65781	65836	3901	0	19
2025.12.24	05:00:00	65833	65948	65695	65843	4299	0	19
2025.12.24	05:05:00	65841	65955	65810	65908	2757	0	11
2025.12.24	05:10:00	65910	65932	65774	65927	2714	0	19
2025.12.24	05:15:00	65941	66074	65920	66058	3197	0	9
2025.12.24	05:20:00	66060	66072	65929	65980	2553	0	10
2025.12.24	05:25:00	65934	66023	65882	65996	2622	0	19
2025.12.24	05:30:00	65949	66063	65931	66031	2314	0	19
2025.12.24	05:35:00	65991	66090	65983	66052	1853	0	11
2025.12.24	05:40:00	66056	66056	65946	66046	1543	0	11
2025.12.24	05:45:00	66037	66051	65912	65995	1504	0	19
2025.12.24	05:50:00	65982	66026	65896	65981	1400	0	19
2025.12.24	05:55:00	65979	65989	65932	65965	1651	0	19
2025.12.24	06:00:00	65956	65995	65895	65990	1165	0	12
2025.12.24	06:05:00	65988	65996	65887	65983	1461	0	20
2025.12.24	06:10:00	65886	66010	65871	65975	1483	0	12
2025.12.24	06:15:00	65977	65992	65858	65944	2081	0	11
2025.12.24	06:20:00	65923	66016	65853	65990	1491	0	19
2025.12.24	06:25:00	65992	66018	65897	65996	1043	0	9
2025.12.24	06:30:00	65998	66022	65983	66016	822	0	19
2025.12.24	06:35:00	65992	66036	65927	66013	996	0	19
2025.12.24	06:40:00	66022	66062	65948	66032	908	0	19
2025.12.24	06:45:00	66034	66062	65939	66023	691	0	19
2025.12.24	06:50:00	66025	66038	65900	65998	818	0	11
2025.12.24	06:55:00	66013	66042	65909	66041	838	0	9
2025.12.24	07:00:00	66003	66062	65946	65979	1893	0	20
2025.12.24	07:05:00	65981	65992	65824	65917	1414	0	10
2025.12.24	07:10:00	65932	65948	65848	65920	1611	0	11
2025.12.24	07:15:00	65897	65966	65816	65959	1198	0	19
2025.12.24	07:20:00	65947	65989	65849	65968	1337	0	19
2025.12.24	07:25:00	65937	65992	65851	65945	1382	0	11
2025.12.24	07:30:00	65954	66017	65897	65965	2537	0	14
2025.12.24	07:35:00	65874	65986	65853	65984	2710	0	19
2025.12.24	07:40:00	65946	65998	65843	65976	2456	0	19
2025.12.24	07:45:00	65949	66005	65862	65993	2276	0	19
2025.12.24	07:50:00	65937	66012	65879	65943	1763	0	9
2025.12.24	07:55:00	65943	65945	65837	65883	2096	0	11
2025.12.24	08:00:00	65886	65906	65845	65865	1600	0	19
2025.12.24	08:05:00	65862	65894	65760	65854	1252	0	9
2025.12.24	08:10:00	65863	65937	65764	65934	1166	0	19
2025.12.24	08:15:00	65925	65936	65770	65896	1797	0	19
2025.12.24	08:20:00	65885	65923	65804	65902	1599	0	19
2025.12.24	08:25:00	65894	65914	65763	65886	1668	0	19
2025.12.24	08:30:00	65875	65978	65831	65955	1499	0	19
2025.12.24	08:35:00	65955	66025	65941	65991	1846	0	20
2025.12.24	08:40:00	65993	66001	65864	65965	1462	0	10
2025.12.24	08:45:00	65891	65992	65879	65990	1979	0	19
2025.12.24	08:50:00	65992	66019	65888	65977	2219	0	9
2025.12.24	08:55:00	65979	65999	65865	65971	2418	0	11
2025.12.24	09:00:00	65969	66004	65872	65966	1980	0	19
2025.12.24	09:05:00	65968	65989	65881	65946	1938	0	11
2025.12.24	09:10:00	65944	65968	65914	65948	1718	0	9
2025.12.24	09:15:00	65956	65968	65901	65945	1820	0	19
2025.12.24	09:20:00	65932	65972	65843	65945	1510	0	19
2025.12.24	09:25:00	65943	65949	65819	65908	1500	0	11
2025.12.24	09:30:00	65920	65939	65846	65927	1386	0	19
2025.12.24	09:35:00	65933	65934	65784	65882	1834	0	19
2025.12.24	09:40:00	65884	65909	65775	65855	1216	0	19
2025.12.24	09:45:00	65821	65886	65718	65850	1853	0	12
2025.12.24	09:50:00	65848	65869	65811	65843	1517	0	19
2025.12.24	09:55:00	65845	65858	65729	65797	1939	0	19
2025.12.24	10:00:00	65797	65808	65669	65769	2942	0	11
2025.12.24	10:05:00	65767	65845	65741	65837	2502	0	19
2025.12.24	10:10:00	65840	65845	65718	65826	2316	0	19
2025.12.24	10:15:00	65822	65849	65785	65828	1627	0	19
2025.12.24	10:20:00	65835	65872	65723	65867	1877	0	11
2025.12.24	10:25:00	65865	65893	65797	65816	1775	0	19
2025.12.24	10:30:00	65821	65840	65691	65828	1906	0	10
2025.12.24	10:35:00	65831	65895	65729	65889	2139	0	9
2025.12.24	10:40:00	65876	65920	65788	65882	1819	0	14
2025.12.24	10:45:00	65882	65896	65755	65829	1273	0	12
2025.12.24	10:50:00	65827	65841	65742	65781	1963	0	19
2025.12.24	10:55:00	65779	65805	65678	65761	2449	0	9
2025.12.24	11:00:00	65668	65810	65664	65771	1950	0	9
2025.12.24	11:05:00	65765	65817	65760	65800	1674	0	20
2025.12.24	11:10:00	65806	65841	65680	65840	1807	0	11
2025.12.24	11:15:00	65838	65916	65830	65879	2156	0	19
2025.12.24	11:20:00	65875	65912	65822	65890	1979	0	11
2025.12.24	11:25:00	65877	65908	65864	65882	1689	0	19
2025.12.24	11:30:00	65888	65906	65768	65835	1748	0	11
2025.12.24	11:35:00	65822	65865	65755	65843	1352	0	9
2025.12.24	11:40:00	65851	65910	65794	65889	1272	0	19
2025.12.24	11:45:00	65878	65928	65832	65923	1767	0	10
2025.12.24	11:50:00	65921	65939	65819	65903	1712	0	9
2025.12.24	11:55:00	65915	65952	65824	65931	1591	0	19
2025.12.24	12:00:00	65918	65998	65907	65998	1310	0	9
2025.12.24	12:05:00	65995	66019	65876	65982	1526	0	10
2025.12.24	12:10:00	65980	65991	65823	65891	1601	0	19
2025.12.24	12:15:00	65876	65924	65806	65909	916	0	19
2025.12.24	12:20:00	65922	65943	65820	65935	784	0	11
2025.12.24	12:25:00	65933	65960	65844	65926	971	0	12
2025.12.24	12:30:00	65932	65941	65753	65804	2057	0	9
2025.12.24	12:35:00	65783	65831	65743	65811	1330	0	9
2025.12.24	12:40:00	65801	65841	65708	65828	1126	0	19
2025.12.24	12:45:00	65843	65890	65781	65863	1356	0	20
2025.12.24	12:50:00	65851	65891	65771	65881	825	0	9
2025.12.24	12:55:00	65886	65903	65783	65887	1403	0	10
2025.12.24	13:00:00	65889	65892	65788	65878	1295	0	9
2025.12.24	13:05:00	65876	65884	65776	65866	1541	0	19
2025.12.24	13:10:00	65856	65908	65784	65877	1772	0	19
2025.12.24	13:15:00	65875	65883	65784	65867	1639	0	11
2025.12.24	13:20:00	65880	65892	65793	65875	1020	0	19
2025.12.24	13:25:00	65873	65888	65795	65849	1184	0	9
2025.12.24	13:30:00	65852	65870	65809	65840	1440	0	19
2025.12.24	13:35:00	65831	65857	65709	65809	1515	0	10
2025.12.24	13:40:00	65744	65874	65734	65867	1479	0	20
2025.12.24	13:45:00	65869	65875	65743	65862	1263	0	9
2025.12.24	13:50:00	65864	65910	65784	65910	2488	0	9
2025.12.24	13:55:00	65912	65921	65814	65899	2292	0	14
2025.12.24	14:00:00	65867	65929	65796	65912	1992	0	14
2025.12.24	14:05:00	65925	65946	65824	65939	1710	0	11
2025.12.24	14:10:00	65839	65970	65839	65954	1924	0	19
2025.12.24	14:15:00	65945	65980	65932	65949	2516	0	16
2025.12.24	14:20:00	65949	65966	65896	65914	1755	0	14
2025.12.24	14:25:00	65916	65978	65901	65941	1446	0	11
2025.12.24	14:30:00	65947	65950	65837	65914	1829	0	12
2025.12.24	14:35:00	65911	65947	65833	65946	959	0	19
2025.12.24	14:40:00	65938	65947	65803	65902	917	0	14
2025.12.24	14:45:00	65900	65916	65800	65908	825	0	11
2025.12.24	14:50:00	65908	65929	65818	65918	1799	0	11
2025.12.24	14:55:00	65829	65939	65809	65899	2071	0	19
2025.12.24	15:00:00	65901	65943	65829	65929	3606	0	19
2025.12.24	15:05:00	65920	65942	65722	65816	3252	0	19
2025.12.24	15:10:00	65816	65874	65760	65824	3521	0	19
2025.12.24	15:15:00	65820	65852	65754	65759	3934	0	19
2025.12.24	15:20:00	65756	65815	65695	65748	3214	0	20
2025.12.24	15:25:00	65751	65785	65641	65751	2794	0	19
2025.12.24	15:30:00	65752	65846	65740	65813	2264	0	19
2025.12.24	15:35:00	65815	65858	65756	65835	2570	0	19
2025.12.24	15:40:00	65837	65871	65829	65858	1840	0	20
2025.12.24	15:45:00	65856	65880	65799	65860	1993	0	19
2025.12.24	15:50:00	65858	65899	65774	65888	1306	0	20
2025.12.24	15:55:00	65891	65910	65792	65884	1837	0	20
2025.12.24	16:00:00	65895	65918	65845	65892	2802	0	20
2025.12.24	16:05:00	65892	65914	65833	65909	3007	0	19
2025.12.24	16:10:00	65907	65910	65770	65860	2964	0	19
2025.12.24	16:15:00	65863	65886	65770	65853	2733	0	19
2025.12.24	16:20:00	65788	65906	65750	65861	2802	0	19
2025.12.24	16:25:00	65869	65918	65780	65868	2237	0	20
2025.12.24	16:30:00	65871	65935	65784	65933	3943	0	19
2025.12.24	16:35:00	65840	65947	65681	65723	4476	0	19
2025.12.24	16:40:00	65724	65842	65670	65833	3664	0	19
2025.12.24	16:45:00	65831	65858	65691	65735	4562	0	19
2025.12.24	16:50:00	65724	65748	65554	65636	4764	0	19
2025.12.24	16:55:00	65638	65711	65548	65643	5028	0	19
2025.12.24	17:00:00	65646	65760	65598	65730	4363	0	19
2025.12.24	17:05:00	65728	65807	65676	65781	3778	0	19
2025.12.24	17:10:00	65781	65805	65668	65789	2566	0	19
2025.12.24	17:15:00	65792	65829	65675	65705	3394	0	19
2025.12.24	17:20:00	65703	65750	65605	65649	3508	0	19
2025.12.24	17:25:00	65660	65755	65615	65740	3023	0	19
2025.12.24	17:30:00	65742	65782	65677	65681	3118	0	19
2025.12.24	17:35:00	65683	65702	65489	65623	3390	0	19
2025.12.24	17:40:00	65626	65627	65425	65492	4181	0	19
2025.12.24	17:45:00	65489	65563	65437	65558	4141	0	19
2025.12.24	17:50:00	65560	65598	65517	65567	3595	0	19
2025.12.24	17:55:00	65565	65629	65545	65595	3691	0	19
2025.12.24	18:00:00	65597	65734	65491	65724	3771	0	19
2025.12.24	18:05:00	65726	65771	65688	65730	3569	0	19
2025.12.24	18:10:00	65694	65762	65674	65720	3003	0	19
2025.12.24	18:15:00	65724	65762	65686	65715	3157	0	19
2025.12.24	18:20:00	65724	65754	65635	65744	2879	0	19
2025.12.24	18:25:00	65742	65767	65640	65752	2160	0	19
2025.12.24	18:30:00	65752	65793	65636	65790	2398	0	19
2025.12.24	18:35:00	65792	65855	65787	65838	3157	0	19
2025.12.24	18:40:00	65843	65866	65800	65845	2516	0	21
2025.12.24	18:45:00	65845	65849	65713	65813	2623	0	19
2025.12.24	18:50:00	65798	65837	65713	65814	2246	0	19
2025.12.24	18:55:00	65817	65886	65771	65855	2665	0	19
2025.12.24	19:00:00	65857	65902	65820	65891	2858	0	22
2025.12.24	19:05:00	65889	66017	65879	66001	3116	0	21
2025.12.24	19:10:00	65999	66029	65947	65964	2879	0	20
2025.12.24	19:15:00	65976	65992	65931	65962	2290	0	19
2025.12.24	19:20:00	65970	65993	65878	65900	2824	0	19
2025.12.24	19:25:00	65866	65919	65779	65886	1916	0	19
2025.12.24	19:30:00	65882	65960	65826	65949	2261	0	19
2025.12.24	19:35:00	65860	65957	65786	65905	2075	0	20
2025.12.24	19:40:00	65903	65931	65795	65904	2442	0	19
2025.12.24	19:45:00	65904	65952	65732	65748	2030	0	19
2025.12.24	19:50:00	65779	65821	65724	65744	1622	0	106
2025.12.24	19:55:00	65767	65856	65713	65722	1486	0	106
2025.12.24	20:00:00	65792	65817	65695	65770	802	0	106
2025.12.24	20:05:00	65750	65839	65675	65784	1076	0	93
2025.12.24	20:10:00	65748	65824	65700	65788	1389	0	106
2025.12.24	20:15:00	65773	65830	65709	65824	927	0	102
2025.12.24	20:20:00	65796	65864	65731	65861	1156	0	106
2025.12.24	20:25:00	65834	65866	65746	65840	1081	0	106
2025.12.24	20:30:00	65856	65874	65724	65831	797	0	106
2025.12.24	20:35:00	65831	65836	65733	65832	614	0	106
2025.12.24	20:40:00	65858	65863	65722	65813	294	0	88
2025.12.24	20:45:00	65728	65813	65728	65813	10	0	109
2025.12.24	20:50:00	65728	65813	65728	65813	8	0	109
2025.12.24	20:55:00	65728	65813	65728	65813	10	0	109
2025.12.24	21:00:00	65728	65813	65728	65813	17	0	109
2025.12.24	21:05:00	65728	65813	65728	65813	12	0	109
2025.12.24	21:10:00	65730	65730	65696	65696	10	0	194
2025.12.24	21:20:00	65696	65707	65675	65675	14	0	147
2025.12.24	21:30:00	65665	65696	65665	65686	6	0	109
2025.12.24	21:35:00	65749	65749	65686	65686	2	0	109
2025.12.24	21:40:00	65658	65862	65658	65832	41	0	80
2025.12.24	21:45:00	65792	65832	65749	65832	53	0	109
2025.12.24	21:50:00	65813	65832	65749	65832	62	0	109
2025.12.24	21:55:00	65813	65832	65749	65832	52	0	109
2025.12.24	22:00:00	65792	65876	65749	65832	30	0	109
2025.12.24	22:05:00	65749	65832	65749	65832	6	0	109
2025.12.24	22:10:00	65749	65876	65749	65859	12	0	69
2025.12.24	22:15:00	65771	65876	65771	65851	15	0	68
2025.12.24	22:20:00	65855	65855	65771	65851	12	0	109
2025.12.24	22:25:00	65849	65859	65771	65849	11	0	102
2025.12.24	22:30:00	65771	65849	65771	65849	2	0	109
2025.12.24	22:35:00	65771	65849	65771	65849	4	0	109
2025.12.24	22:40:00	65771	65849	65771	65849	6	0	109
2025.12.24	22:45:00	65771	65849	65771	65849	2	0	109
2025.12.24	22:50:00	65771	65849	65771	65849	6	0	109
2025.12.24	22:55:00	65771	65849	65684	65684	10	0	109
2025.12.24	23:00:00	65686	65686	65658	65658	15	0	109
2025.12.24	23:05:00	65686	65686	65658	65658	6	0	109
2025.12.24	23:10:00	65686	65686	65658	65658	10	0	109
2025.12.24	23:15:00	65686	65686	65658	65658	4	0	109
2025.12.24	23:20:00	65686	65686	65658	65658	2	0	109
2025.12.24	23:25:00	65686	65686	65658	65658	2	0	109
2025.12.24	23:30:00	65686	65686	65658	65658	4	0	109
2025.12.24	23:50:00	65686	65686	65658	65658	2	0	109
2025.12.26	00:00:00	65785	65792	65785	65792	6	0	121
2025.12.26	00:05:00	65792	65794	65771	65771	9	0	108
2025.12.26	00:10:00	65794	65794	65749	65749	12	0	108
2025.12.26	00:15:00	65775	65775	65749	65749	9	0	109
2025.12.26	00:20:00	65749	65749	65686	65711	16	0	109
2025.12.26	00:25:00	65711	65749	65688	65749	13	0	109
2025.12.26	00:30:00	65694	65749	65686	65749	14	0	109
2025.12.26	00:35:00	65715	65749	65690	65749	9	0	109
2025.12.26	00:40:00	65749	65749	65688	65749	8	0	109
2025.12.26	00:45:00	65715	65749	65715	65749	11	0	109
2025.12.26	00:50:00	65749	65749	65703	65749	12	0	109
2025.12.26	00:55:00	65724	65749	65720	65749	8	0	109
2025.12.26	01:00:00	65711	66085	65709	65879	262	0	109
2025.12.26	01:05:00	65874	65900	65874	65879	10	0	115
2025.12.26	01:10:00	65857	65953	65857	65942	28	0	64
2025.12.26	01:15:00	65942	65953	65910	65913	59	0	20
2025.12.26	01:20:00	65910	65913	65857	65902	40	0	51
2025.12.26	01:25:00	65857	65908	65836	65889	30	0	19
2025.12.26	01:30:00	66015	66039	65973	66039	42	0	39
2025.12.26	01:35:00	66030	66081	66015	66081	54	0	14
2025.12.26	01:40:00	66077	66083	66036	66071	44	0	37
2025.12.26	01:45:00	66062	66102	66058	66081	27	0	16
2025.12.26	01:50:00	66068	66085	66015	66064	55	0	43
2025.12.26	01:55:00	66073	66083	66073	66081	30	0	41
2025.12.26	02:00:00	66079	66102	65993	66004	31	0	28
2025.12.26	02:05:00	66059	66178	66006	66150	1713	0	15
2025.12.26	02:10:00	66159	66195	66055	66152	1076	0	31
2025.12.26	02:15:00	66124	66193	66049	66154	1213	0	29
2025.12.26	02:20:00	66115	66184	66045	66167	915	0	14
2025.12.26	02:25:00	66154	66186	66123	66183	1183	0	22
2025.12.26	02:30:00	66180	66200	66102	66148	1324	0	22
2025.12.26	02:35:00	66149	66194	66053	66168	2219	0	12
2025.12.26	02:40:00	66170	66206	66134	66188	1835	0	14
2025.12.26	02:45:00	66079	66229	66073	66216	1926	0	14
2025.12.26	02:50:00	66225	66319	66094	66314	2104	0	20
2025.12.26	02:55:00	66313	66330	66166	66321	2237	0	23
2025.12.26	03:00:00	66322	66434	66300	66419	3651	0	22
2025.12.26	03:05:00	66419	66501	66207	66314	3960	0	21
2025.12.26	03:10:00	66310	66389	66154	66202	3439	0	22
2025.12.26	03:15:00	66206	66281	66180	66240	2846	0	22
2025.12.26	03:20:00	66238	66329	66162	66310	2837	0	22
2025.12.26	03:25:00	66316	66321	66151	66206	2794	0	22
2025.12.26	03:30:00	66207	66271	66195	66262	2300	0	22
2025.12.26	03:35:00	66264	66302	66233	66273	2316	0	22
2025.12.26	03:40:00	66275	66284	66064	66206	2568	0	22
2025.12.26	03:45:00	66195	66225	66069	66136	1602	0	22
2025.12.26	03:50:00	66134	66192	66096	66190	2528	0	22
2025.12.26	03:55:00	66192	66206	66038	66176	2968	0	22
2025.12.26	04:00:00	66173	66186	66008	66148	2954	0	22
2025.12.26	04:05:00	66150	66203	66114	66181	2211	0	22
2025.12.26	04:10:00	66179	66232	66141	66217	2260	0	23
2025.12.26	04:15:00	66211	66284	66155	66172	1624	0	23
2025.12.26	04:20:00	66172	66195	66060	66182	2088	0	12
2025.12.26	04:25:00	66185	66204	66124	66140	2268	0	22
2025.12.26	04:30:00	66148	66148	66006	66073	3220	0	22
2025.12.26	04:35:00	66069	66135	66051	66089	2019	0	22
2025.12.26	04:40:00	66091	66114	65960	66086	1771	0	18
2025.12.26	04:45:00	66099	66167	65969	66157	2203	0	20
2025.12.26	04:50:00	66155	66219	66098	66211	2415	0	22
2025.12.26	04:55:00	66209	66268	66180	66266	2934	0	22
2025.12.26	05:00:00	66263	66280	66139	66214	2085	0	23
2025.12.26	05:05:00	66215	66251	66079	66231	2062	0	22
2025.12.26	05:10:00	66236	66295	66236	66293	2588	0	22
2025.12.26	05:15:00	66272	66332	66207	66264	2413	0	22
2025.12.26	05:20:00	66264	66285	66173	66250	1368	0	12
2025.12.26	05:25:00	66253	66265	66140	66171	2383	0	22
2025.12.26	05:30:00	66143	66190	66037	66131	2324	0	21
2025.12.26	05:35:00	66131	66167	66024	66133	1447	0	22
2025.12.26	05:40:00	66136	66171	66040	66133	2128	0	22
2025.12.26	05:45:00	66133	66144	66021	66132	1684	0	21
2025.12.26	05:50:00	66153	66159	66086	66121	1460	0	22
2025.12.26	05:55:00	66123	66137	66008	66082	1990	0	14
2025.12.26	06:00:00	66082	66126	65978	66092	1667	0	21
2025.12.26	06:05:00	66090	66149	65992	66143	1790	0	21
2025.12.26	06:10:00	66141	66186	66034	66137	1858	0	12
2025.12.26	06:15:00	66152	66185	66024	66147	1022	0	12
2025.12.26	06:20:00	66123	66162	66038	66127	1066	0	20
2025.12.26	06:25:00	66098	66226	66055	66181	1877	0	12
2025.12.26	06:30:00	66194	66248	66098	66216	1738	0	19
2025.12.26	06:35:00	66214	66218	66055	66143	1823	0	21
2025.12.26	06:40:00	66154	66200	66059	66169	1070	0	16
2025.12.26	06:45:00	66170	66211	66061	66182	1351	0	14
2025.12.26	06:50:00	66180	66202	66062	66151	1015	0	16
2025.12.26	06:55:00	66164	66189	66066	66174	1011	0	20
2025.12.26	07:00:00	66144	66202	66053	66196	1153	0	16
2025.12.26	07:05:00	66191	66222	66086	66184	1173	0	20
2025.12.26	07:10:00	66190	66216	66071	66171	1209	0	14
2025.12.26	07:15:00	66180	66197	66057	66147	1533	0	17
2025.12.26	07:20:00	66155	66214	66079	66197	1947	0	18
2025.12.26	07:25:00	66195	66218	66063	66181	1828	0	20
2025.12.26	07:30:00	66177	66274	66163	66221	2665	0	22
2025.12.26	07:35:00	66219	66280	66093	66193	2049	0	22
2025.12.26	07:40:00	66105	66257	66086	66221	2168	0	12
2025.12.26	07:45:00	66219	66273	66131	66210	2946	0	22
2025.12.26	07:50:00	66210	66247	66127	66231	2303	0	22
2025.12.26	07:55:00	66233	66255	66177	66199	2294	0	15
2025.12.26	08:00:00	66210	66257	66123	66243	1542	0	16
2025.12.26	08:05:00	66232	66294	66211	66267	1466	0	19
2025.12.26	08:10:00	66265	66301	66147	66291	2061	0	12
2025.12.26	08:15:00	66291	66324	66197	66311	1722	0	17
2025.12.26	08:20:00	66287	66360	66210	66318	1589	0	17
2025.12.26	08:25:00	66321	66342	66292	66331	1831	0	19
2025.12.26	08:30:00	66333	66343	66188	66310	2023	0	9
2025.12.26	08:35:00	66312	66337	66263	66322	2149	0	19
2025.12.26	08:40:00	66320	66358	66296	66334	2460	0	12
2025.12.26	08:45:00	66334	66367	66235	66290	2315	0	19
2025.12.26	08:50:00	66296	66298	66107	66205	2817	0	10
2025.12.26	08:55:00	66203	66263	66176	66236	2194	0	17
2025.12.26	09:00:00	66238	66251	66127	66238	1465	0	17
2025.12.26	09:05:00	66240	66314	66142	66307	1237	0	16
2025.12.26	09:10:00	66307	66356	66234	66335	1191	0	19
2025.12.26	09:15:00	66337	66372	66323	66337	1283	0	19
2025.12.26	09:20:00	66335	66355	66314	66316	1814	0	19
2025.12.26	09:25:00	66318	66320	66253	66263	1682	0	20
2025.12.26	09:30:00	66265	66304	66140	66292	1408	0	14
2025.12.26	09:35:00	66290	66411	66275	66342	1054	0	19
2025.12.26	09:40:00	66344	66361	66294	66312	1495	0	19
2025.12.26	09:45:00	66314	66338	66275	66302	1484	0	19
2025.12.26	09:50:00	66300	66326	66275	66295	1522	0	20
2025.12.26	09:55:00	66297	66315	66265	66287	1544	0	19
2025.12.26	10:00:00	66287	66334	66266	66314	1478	0	19
2025.12.26	10:05:00	66316	66399	66274	66363	1209	0	20
2025.12.26	10:10:00	66363	66378	66258	66353	1269	0	19
2025.12.26	10:15:00	66351	66381	66322	66349	1394	0	19
2025.12.26	10:20:00	66351	66394	66339	66354	1121	0	19
2025.12.26	10:25:00	66352	66384	66250	66354	1013	0	9
2025.12.26	10:30:00	66352	66376	66290	66323	1526	0	9
2025.12.26	10:35:00	66336	66357	66252	66335	1263	0	20
2025.12.26	10:40:00	66333	66360	66234	66339	1269	0	10
2025.12.26	10:45:00	66330	66374	66238	66341	1548	0	18
2025.12.26	10:50:00	66339	66349	66245	66310	2349	0	19
2025.12.26	10:55:00	66312	66380	66294	66371	1202	0	20
2025.12.26	11:00:00	66369	66394	66247	66338	1629	0	9
2025.12.26	11:05:00	66250	66373	66235	66352	1521	0	19
2025.12.26	11:10:00	66346	66358	66235	66320	1037	0	9
2025.12.26	11:15:00	66331	66345	66234	66332	823	0	19
2025.12.26	11:20:00	66324	66351	66224	66329	1124	0	11
2025.12.26	11:25:00	66326	66363	66258	66335	1251	0	14
2025.12.26	11:30:00	66338	66347	66227	66324	876	0	11
2025.12.26	11:35:00	66234	66362	66211	66331	990	0	17
2025.12.26	11:40:00	66333	66340	66213	66290	1167	0	16
2025.12.26	11:45:00	66290	66321	66193	66296	1204	0	20
2025.12.26	11:50:00	66306	66310	66192	66304	1427	0	11
2025.12.26	11:55:00	66302	66317	66206	66287	928	0	15
2025.12.26	12:00:00	66263	66335	66191	66330	922	0	9
2025.12.26	12:05:00	66326	66349	66219	66323	1031	0	19
2025.12.26	12:10:00	66300	66362	66244	66352	1260	0	19
2025.12.26	12:15:00	66350	66411	66219	66404	1439	0	19
